refFile1	refFile2
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/188_4_4126_4131_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_f469dd2f-91d5-4be8-8d7c-000ce9904e29.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/188_4_4126_4131_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_f469dd2f-91d5-4be8-8d7c-000ce9904e29.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/184_9_3907_3916_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_f469dd2f-91d5-4be8-8d7c-000ce9904e29.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/184_9_3907_3916_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_f469dd2f-91d5-4be8-8d7c-000ce9904e29.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/186_0_3992_4001_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_f469dd2f-91d5-4be8-8d7c-000ce9904e29.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/186_0_3992_4001_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_f469dd2f-91d5-4be8-8d7c-000ce9904e29.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/186_5_4027_4037_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_f469dd2f-91d5-4be8-8d7c-000ce9904e29.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/186_5_4027_4037_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_f469dd2f-91d5-4be8-8d7c-000ce9904e29.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/32_5_1154_1159_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_93f39ef1-9493-4091-afff-d840a6f951df.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/32_5_1154_1159_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_93f39ef1-9493-4091-afff-d840a6f951df.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/32_9_1169_1174_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_93f39ef1-9493-4091-afff-d840a6f951df.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/32_9_1169_1174_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_93f39ef1-9493-4091-afff-d840a6f951df.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/13_7_444_449_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_5e5f03aa-a2f0-4034-9525-b06dc68c89e2.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/13_7_444_449_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_5e5f03aa-a2f0-4034-9525-b06dc68c89e2.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/12_12_395_401_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_5e5f03aa-a2f0-4034-9525-b06dc68c89e2.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/12_12_395_401_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_5e5f03aa-a2f0-4034-9525-b06dc68c89e2.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/12_4_363_368_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_5e5f03aa-a2f0-4034-9525-b06dc68c89e2.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/12_4_363_368_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_5e5f03aa-a2f0-4034-9525-b06dc68c89e2.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/13_3_417_425_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_5e5f03aa-a2f0-4034-9525-b06dc68c89e2.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/13_3_417_425_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_5e5f03aa-a2f0-4034-9525-b06dc68c89e2.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/13_5_430_435_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_5e5f03aa-a2f0-4034-9525-b06dc68c89e2.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/13_5_430_435_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_5e5f03aa-a2f0-4034-9525-b06dc68c89e2.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/13_6_435_444_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_5e5f03aa-a2f0-4034-9525-b06dc68c89e2.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/13_6_435_444_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_5e5f03aa-a2f0-4034-9525-b06dc68c89e2.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/15_3_237_241_pos_da3bece8-7c44-45e9-8160-ae4d3a78377e_aa3949a8-e0b9-436f-b2dc-3b26862d6855.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/15_3_237_241_pos_da3bece8-7c44-45e9-8160-ae4d3a78377e_aa3949a8-e0b9-436f-b2dc-3b26862d6855.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/15_4_241_252_pos_da3bece8-7c44-45e9-8160-ae4d3a78377e_aa3949a8-e0b9-436f-b2dc-3b26862d6855.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/15_4_241_252_pos_da3bece8-7c44-45e9-8160-ae4d3a78377e_aa3949a8-e0b9-436f-b2dc-3b26862d6855.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/93_10_3220_3226_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_116e6ccc-9b82-4c49-b020-0734df2bda95.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/93_10_3220_3226_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_116e6ccc-9b82-4c49-b020-0734df2bda95.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/93_9_3213_3220_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_116e6ccc-9b82-4c49-b020-0734df2bda95.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/93_9_3213_3220_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_116e6ccc-9b82-4c49-b020-0734df2bda95.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/96_1_3342_3349_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_116e6ccc-9b82-4c49-b020-0734df2bda95.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/96_1_3342_3349_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_116e6ccc-9b82-4c49-b020-0734df2bda95.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/96_6_3367_3372_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_116e6ccc-9b82-4c49-b020-0734df2bda95.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/96_6_3367_3372_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_116e6ccc-9b82-4c49-b020-0734df2bda95.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/96_9_3379_3385_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_116e6ccc-9b82-4c49-b020-0734df2bda95.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/96_9_3379_3385_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_116e6ccc-9b82-4c49-b020-0734df2bda95.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/97_0_3392_3400_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_116e6ccc-9b82-4c49-b020-0734df2bda95.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/97_0_3392_3400_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_116e6ccc-9b82-4c49-b020-0734df2bda95.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/97_6_3422_3431_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_116e6ccc-9b82-4c49-b020-0734df2bda95.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/97_6_3422_3431_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_116e6ccc-9b82-4c49-b020-0734df2bda95.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/98_8_3504_3508_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_116e6ccc-9b82-4c49-b020-0734df2bda95.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/98_8_3504_3508_pos_ec29000e-1d3b-4b90-9bd8-602c0abbc58b_116e6ccc-9b82-4c49-b020-0734df2bda95.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/11_2_447_452_pos_ebcf844a-c1bd-42c0-b20c-ce5925a34c9a_c447eb70-f0c4-4f6f-bab3-4266b32dfe62.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/11_2_447_452_pos_ebcf844a-c1bd-42c0-b20c-ce5925a34c9a_c447eb70-f0c4-4f6f-bab3-4266b32dfe62.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/11_6_458_463_pos_ebcf844a-c1bd-42c0-b20c-ce5925a34c9a_c447eb70-f0c4-4f6f-bab3-4266b32dfe62.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/11_6_458_463_pos_ebcf844a-c1bd-42c0-b20c-ce5925a34c9a_c447eb70-f0c4-4f6f-bab3-4266b32dfe62.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/8_6_385_395_pos_ebcf844a-c1bd-42c0-b20c-ce5925a34c9a_c447eb70-f0c4-4f6f-bab3-4266b32dfe62.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/8_6_385_395_pos_ebcf844a-c1bd-42c0-b20c-ce5925a34c9a_c447eb70-f0c4-4f6f-bab3-4266b32dfe62.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/8_7_395_399_pos_ebcf844a-c1bd-42c0-b20c-ce5925a34c9a_c447eb70-f0c4-4f6f-bab3-4266b32dfe62.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/8_7_395_399_pos_ebcf844a-c1bd-42c0-b20c-ce5925a34c9a_c447eb70-f0c4-4f6f-bab3-4266b32dfe62.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/3_9_109_114_pos_ebcf844a-c1bd-42c0-b20c-ce5925a34c9a_c447eb70-f0c4-4f6f-bab3-4266b32dfe62.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/3_9_109_114_pos_ebcf844a-c1bd-42c0-b20c-ce5925a34c9a_c447eb70-f0c4-4f6f-bab3-4266b32dfe62.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/4_5_162_175_pos_ebcf844a-c1bd-42c0-b20c-ce5925a34c9a_c447eb70-f0c4-4f6f-bab3-4266b32dfe62.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/4_5_162_175_pos_ebcf844a-c1bd-42c0-b20c-ce5925a34c9a_c447eb70-f0c4-4f6f-bab3-4266b32dfe62.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/2_6_149_155_pos_da3bece8-7c44-45e9-8160-ae4d3a78377e_a79d98eb-e8d7-4d4b-81f9-8c9993629417.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/2_6_149_155_pos_da3bece8-7c44-45e9-8160-ae4d3a78377e_a79d98eb-e8d7-4d4b-81f9-8c9993629417.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/60_0_2414_2425_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/60_0_2414_2425_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/60_1_2425_2430_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/60_1_2425_2430_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/62_0_2457_2469_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/62_0_2457_2469_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/62_3_2477_2482_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/62_3_2477_2482_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/56_7_2221_2230_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/56_7_2221_2230_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/57_1_2250_2257_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/57_1_2250_2257_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/57_5_2270_2285_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/57_5_2270_2285_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/57_6_2285_2297_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/57_6_2285_2297_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/58_2_2317_2329_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/58_2_2317_2329_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/13_1_614_620_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/13_1_614_620_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/14_2_680_685_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/14_2_680_685_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/14_5_697_702_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/14_5_697_702_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/14_7_705_710_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/14_7_705_710_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/55_0_2132_2137_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/55_0_2132_2137_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/55_3_2146_2153_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/55_3_2146_2153_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/55_5_2163_2168_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/55_5_2163_2168_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/10_3_533_544_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/10_3_533_544_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/5_8_283_290_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/5_8_283_290_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/6_1_300_305_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/6_1_300_305_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/6_2_305_310_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/6_2_305_310_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/7_1_352_360_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/7_1_352_360_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/7_4_370_376_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/7_4_370_376_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/9_5_482_491_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/9_5_482_491_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav
https://storageboefraty.blob.core.windows.net/mycontainerpublic/atags/positive/9_7_498_505_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav	https://vocalemotions.blob.core.windows.net/vocalpublic/atags/positive/9_7_498_505_pos_eaf7e8e9-dccf-42de-890c-5fd203c0c22f_d9b52932-089f-450a-83ac-d25515c9d747.wav
